Paper_ID,Rhodolith beds,Chemical ecology,Reproduction,Holobiont,Deep reefs,Climate change,Fisheries,Methods,Taxonomy & Systematics,Macroalgae & Herbivory,Habitat structure,Oceanic islands,Trophic ecology & Nursery habitats ,Geomorphology & Paleontology,Oceanography & Productivity,Demography,Anthozoan biology,Hydrodynamics,Fish interactions,Invasive species,Biogeography & Phylogeography,Tourism & Pollution,Distribution limits,Cytogenetics,Conservation & Management 
LANGER MR 1997 J FORAMINIFER RES,0.246758859,0.01642178,0.022039758,0.01642178,0.050129646,0.072601556,0.01642178,0.010803803,0.010803803,0.022039758,0.010803803,0.027657736,0.01642178,0.128781331,0.01642178,0.134399309,0.01642178,0.027657736,0.010803803,0.010803803,0.010803803,0.022039758,0.01642178,0.010803803,0.038893691
LANNA E 2018 HYDROBIOLOGIA,0.012906557,0.093443469,0.281362932,0.012906557,0.026329375,0.053175013,0.019617966,0.039752194,0.019617966,0.012906557,0.066597832,0.012906557,0.019617966,0.012906557,0.012906557,0.033040785,0.019617966,0.012906557,0.012906557,0.026329375,0.053175013,0.012906557,0.033040785,0.033040785,0.019617966
LANNA E 2018 J MAR BIOL ASSOC U K,0.033264033,0.067047817,0.242723493,0.012993763,0.012993763,0.026507277,0.026507277,0.01975052,0.012993763,0.012993763,0.026507277,0.026507277,0.026507277,0.012993763,0.026507277,0.053534304,0.073804574,0.01975052,0.012993763,0.094074844,0.033264033,0.01975052,0.026507277,0.04002079,0.026507277
LASTRUCCI NS 2018 J FISH BIOL,0.01701838,0.01701838,0.034717495,0.025867937,0.05241661,0.01701838,0.01701838,0.034717495,0.070115725,0.01701838,0.01701838,0.070115725,0.025867937,0.01701838,0.01701838,0.034717495,0.043567052,0.01701838,0.061266167,0.08781484,0.19400953,0.01701838,0.034717495,0.01701838,0.025867937
LAURENZANO C 2016 PLOS ONE,0.012735609,0.019358125,0.059093225,0.012735609,0.012735609,0.012735609,0.012735609,0.019358125,0.012735609,0.012735609,0.019358125,0.025980642,0.039225675,0.032603158,0.032603158,0.012735609,0.012735609,0.025980642,0.025980642,0.025980642,0.443199185,0.025980642,0.019358125,0.012735609,0.012735609
LAVAGNINO AC 2020 FRONT MAR SCI,0.011329756,0.007453787,0.007453787,0.011329756,0.065593321,0.019081694,0.007453787,0.088849135,0.011329756,0.011329756,0.0307096,0.007453787,0.015205725,0.499701849,0.022957662,0.026833631,0.022957662,0.007453787,0.007453787,0.007453787,0.011329756,0.007453787,0.038461538,0.019081694,0.007453787
LAVENERE-WANDERLEY AA 2019 GEO-MAR LETT,0.032603158,0.019358125,0.019358125,0.012735609,0.019358125,0.131940907,0.019358125,0.052470708,0.019358125,0.039225675,0.012735609,0.012735609,0.012735609,0.231278655,0.052470708,0.045848192,0.019358125,0.072338258,0.012735609,0.012735609,0.019358125,0.025980642,0.052470708,0.012735609,0.019358125
LAZOSKI C 2001 MAR BIOL,0.027627302,0.105092091,0.020585049,0.013542795,0.013542795,0.034669556,0.013542795,0.048754063,0.06283857,0.020585049,0.013542795,0.013542795,0.013542795,0.013542795,0.013542795,0.013542795,0.06283857,0.013542795,0.013542795,0.027627302,0.309317443,0.013542795,0.034669556,0.027627302,0.013542795
LE GOFF-VITRY MC 2004 MOL PHYLOGENET EVOL,0.031357178,0.012248898,0.018618324,0.018618324,0.126898579,0.012248898,0.012248898,0.044096031,0.031357178,0.018618324,0.012248898,0.024987751,0.012248898,0.031357178,0.018618324,0.018618324,0.126898579,0.024987751,0.012248898,0.012248898,0.228809407,0.012248898,0.024987751,0.063204312,0.018618324
LEAL JH 1991 J MAR BIOL ASSOC U K,0.018853695,0.018853695,0.04826546,0.018853695,0.028657617,0.04826546,0.018853695,0.018853695,0.018853695,0.018853695,0.018853695,0.214932127,0.04826546,0.058069382,0.018853695,0.018853695,0.038461538,0.087481146,0.018853695,0.018853695,0.058069382,0.028657617,0.058069382,0.018853695,0.018853695
LEAL ICS 2013 J MAR BIOL ASSOC UK,0.026507277,0.01975052,0.033264033,0.01975052,0.012993763,0.01975052,0.033264033,0.026507277,0.01975052,0.033264033,0.026507277,0.012993763,0.053534304,0.012993763,0.01975052,0.01975052,0.188669439,0.04002079,0.208939709,0.01975052,0.012993763,0.012993763,0.01975052,0.04002079,0.04002079
LEAL CV 2016 J MAR BIOL ASSOC U K,0.025980642,0.231278655,0.025980642,0.052470708,0.012735609,0.012735609,0.012735609,0.032603158,0.131940907,0.012735609,0.039225675,0.025980642,0.012735609,0.032603158,0.012735609,0.025980642,0.019358125,0.019358125,0.012735609,0.012735609,0.151808456,0.012735609,0.025980642,0.019358125,0.012735609
LEAL CV 2017 FRONT MAR SCI,0.024358974,0.066025641,0.016025641,0.124358974,0.016025641,0.032692308,0.016025641,0.049358974,0.141025641,0.024358974,0.016025641,0.016025641,0.024358974,0.024358974,0.016025641,0.016025641,0.024358974,0.016025641,0.016025641,0.041025641,0.124358974,0.032692308,0.024358974,0.041025641,0.016025641
LEAL MC 2016 MAR FRESHW RES,0.01256913,0.01256913,0.01256913,0.143288084,0.019105078,0.247863248,0.019105078,0.019105078,0.01256913,0.01256913,0.01256913,0.01256913,0.032176973,0.019105078,0.051784816,0.038712921,0.091000503,0.077928607,0.01256913,0.019105078,0.01256913,0.025641026,0.019105078,0.019105078,0.019105078
LEAL MC 2017 MAR POLLUT BULL,0.012651822,0.012651822,0.012651822,0.078441296,0.098178138,0.038967611,0.019230769,0.019230769,0.012651822,0.019230769,0.052125506,0.012651822,0.137651822,0.012651822,0.085020243,0.019230769,0.104757085,0.071862348,0.012651822,0.012651822,0.019230769,0.065283401,0.012651822,0.019230769,0.012651822
LEAL RN 2012 J COAST RES,0.261294261,0.031135531,0.015262515,0.015262515,0.047008547,0.015262515,0.015262515,0.110500611,0.015262515,0.047008547,0.054945055,0.039072039,0.015262515,0.023199023,0.023199023,0.031135531,0.031135531,0.015262515,0.015262515,0.031135531,0.015262515,0.031135531,0.015262515,0.039072039,0.015262515
LEAO & GINSBURG 1997 ICRS8,0.048743336,0.019040366,0.028941356,0.019040366,0.019040366,0.058644326,0.038842346,0.028941356,0.028941356,0.048743336,0.028941356,0.019040366,0.019040366,0.207159177,0.078446306,0.019040366,0.019040366,0.048743336,0.028941356,0.019040366,0.019040366,0.048743336,0.019040366,0.028941356,0.019040366
LEAO Z 2010 PANAMJAS,0.023384615,0.031384615,0.023384615,0.079384615,0.071384615,0.191384615,0.015384615,0.015384615,0.015384615,0.055384615,0.015384615,0.015384615,0.015384615,0.031384615,0.031384615,0.055384615,0.015384615,0.039384615,0.015384615,0.015384615,0.023384615,0.095384615,0.023384615,0.023384615,0.039384615
LEAO Z 2008 BIOTA NEOTROP,0.018618324,0.012248898,0.012248898,0.044096031,0.018618324,0.375306222,0.018618324,0.024987751,0.018618324,0.031357178,0.018618324,0.012248898,0.018618324,0.024987751,0.024987751,0.018618324,0.044096031,0.031357178,0.018618324,0.018618324,0.018618324,0.063204312,0.050465458,0.018618324,0.012248898
LEAO 2003 LATIN AMERICAN CORAL REEFS,0.112637363,0.029304029,0.047161172,0.023351648,0.03525641,0.03525641,0.011446886,0.029304029,0.011446886,0.029304029,0.041208791,0.041208791,0.029304029,0.112637363,0.017399267,0.047161172,0.053113553,0.029304029,0.011446886,0.023351648,0.017399267,0.088827839,0.03525641,0.011446886,0.023351648
LEAO 1988 ICRS6,0.144370123,0.021181717,0.03567447,0.042920847,0.071906355,0.028428094,0.01393534,0.021181717,0.01393534,0.057413601,0.028428094,0.028428094,0.03567447,0.108138239,0.021181717,0.086399108,0.028428094,0.028428094,0.01393534,0.03567447,0.021181717,0.028428094,0.028428094,0.021181717,0.01393534
LEAO 2004 ICRS10,0.012406948,0.012406948,0.025310174,0.025310174,0.0382134,0.08337469,0.031761787,0.025310174,0.012406948,0.076923077,0.012406948,0.012406948,0.012406948,0.154342432,0.070471464,0.051116625,0.089826303,0.018858561,0.018858561,0.018858561,0.018858561,0.102729529,0.012406948,0.012406948,0.031761787
LEAO FEITOSA JL 2012 MAR BIOL RES,0.024563672,0.041370394,0.024563672,0.01616031,0.01616031,0.01616031,0.07498384,0.01616031,0.058177117,0.032967033,0.032967033,0.01616031,0.125404008,0.01616031,0.032967033,0.041370394,0.041370394,0.01616031,0.14221073,0.024563672,0.041370394,0.01616031,0.01616031,0.041370394,0.024563672
LEAO ZMAN 2005 MAR POLLUT BULL,0.02378298,0.009290227,0.018952062,0.043106652,0.014121145,0.072092159,0.033444816,0.018952062,0.014121145,0.033444816,0.028613898,0.02378298,0.009290227,0.178372352,0.028613898,0.02378298,0.101077666,0.043106652,0.02378298,0.009290227,0.014121145,0.096246748,0.052768488,0.028613898,0.018952062
LEAO ZMAN 2016 BRAZ J OCEANOGR,0.063204312,0.018618324,0.018618324,0.044096031,0.024987751,0.158745713,0.012248898,0.012248898,0.018618324,0.037726605,0.050465458,0.056834885,0.018618324,0.056834885,0.037726605,0.050465458,0.056834885,0.031357178,0.018618324,0.018618324,0.031357178,0.063204312,0.044096031,0.018618324,0.018618324
LEAO ZMAN ICRS8,0.071371927,0.019825535,0.040444092,0.019825535,0.019825535,0.061062649,0.019825535,0.040444092,0.019825535,0.061062649,0.019825535,0.030134814,0.019825535,0.11260904,0.019825535,0.071371927,0.030134814,0.081681205,0.019825535,0.030134814,0.019825535,0.061062649,0.030134814,0.030134814,0.019825535
LEE CL 2014 ZOOL STUD,0.013595707,0.013595707,0.008944544,0.013595707,0.041502683,0.027549195,0.018246869,0.013595707,0.013595707,0.027549195,0.097316637,0.022898032,0.232200358,0.008944544,0.143828265,0.036851521,0.008944544,0.060107335,0.032200358,0.008944544,0.008944544,0.008944544,0.078711986,0.013595707,0.013595707
LEIPE T 1999 GEO-MAR LETT,0.03701016,0.027576197,0.018142235,0.018142235,0.027576197,0.027576197,0.027576197,0.018142235,0.027576197,0.018142235,0.046444122,0.018142235,0.018142235,0.169085631,0.187953556,0.03701016,0.027576197,0.027576197,0.018142235,0.03701016,0.018142235,0.03701016,0.046444122,0.027576197,0.018142235
LEITAO SN 2019 FRONT MAR SCI,0.009811617,0.009811617,0.025117739,0.009811617,0.035321821,0.014913658,0.025117739,0.014913658,0.020015699,0.122056515,0.086342229,0.035321821,0.020015699,0.035321821,0.295525903,0.03021978,0.014913658,0.045525903,0.009811617,0.009811617,0.025117739,0.020015699,0.014913658,0.009811617,0.020015699
LEITE D 2020 DATA BRIEF,0.03758074,0.029947152,0.022313564,0.014679977,0.014679977,0.03758074,0.029947152,0.129183793,0.022313564,0.029947152,0.029947152,0.014679977,0.014679977,0.014679977,0.03758074,0.03758074,0.029947152,0.113916618,0.022313564,0.014679977,0.022313564,0.029947152,0.014679977,0.014679977,0.136817381
LEITE DCA 2017 FRONT MICROBIOL,0.026186579,0.010229133,0.164484452,0.286824877,0.031505728,0.010229133,0.02086743,0.042144026,0.026186579,0.026186579,0.031505728,0.015548282,0.026186579,0.015548282,0.010229133,0.010229133,0.042144026,0.010229133,0.010229133,0.015548282,0.058101473,0.02086743,0.010229133,0.042144026,0.010229133
LEITE DCA 2018 ECOL EVOL,0.01039501,0.01039501,0.01039501,0.437422037,0.01039501,0.021205821,0.015800416,0.015800416,0.01039501,0.048232848,0.015800416,0.015800416,0.021205821,0.015800416,0.015800416,0.01039501,0.021205821,0.032016632,0.01039501,0.042827443,0.026611227,0.01039501,0.026611227,0.021205821,0.01039501
LEITE DCA 2018 FRONT MICROBIOL,0.016799293,0.034040672,0.011052166,0.189213086,0.022546419,0.034040672,0.011052166,0.022546419,0.011052166,0.034040672,0.108753316,0.011052166,0.034040672,0.022546419,0.154730327,0.016799293,0.016799293,0.011052166,0.016799293,0.011052166,0.022546419,0.08576481,0.011052166,0.028293546,0.034040672
LEITE JR 2016 BRAZ J BIOL,0.027055703,0.047745358,0.220159151,0.013262599,0.027055703,0.020159151,0.020159151,0.047745358,0.05464191,0.013262599,0.033952255,0.033952255,0.013262599,0.013262599,0.013262599,0.020159151,0.027055703,0.020159151,0.05464191,0.020159151,0.033952255,0.05464191,0.013262599,0.130503979,0.013262599
LEITE JR 2018 MAR FRESHW RES,0.063514467,0.017642908,0.136908963,0.045165843,0.017642908,0.017642908,0.026817219,0.026817219,0.045165843,0.035991531,0.035991531,0.017642908,0.026817219,0.017642908,0.017642908,0.017642908,0.045165843,0.017642908,0.136908963,0.017642908,0.017642908,0.017642908,0.017642908,0.091037403,0.054340155
LEITE TS 2008 J MOLLUSCAN STUD,0.023764853,0.023764853,0.137585991,0.023764853,0.031894934,0.015634772,0.015634772,0.015634772,0.113195747,0.015634772,0.015634772,0.088805503,0.031894934,0.040025016,0.015634772,0.031894934,0.023764853,0.023764853,0.015634772,0.015634772,0.088805503,0.015634772,0.056285178,0.080675422,0.015634772
LEITE TS 2009 MAR BIOL,0.011446886,0.017399267,0.118589744,0.023351648,0.047161172,0.023351648,0.017399267,0.029304029,0.053113553,0.023351648,0.011446886,0.011446886,0.09478022,0.011446886,0.041208791,0.029304029,0.017399267,0.03525641,0.21978022,0.029304029,0.03525641,0.017399267,0.023351648,0.011446886,0.023351648
LEITE DSL 2020 OCEAN COASTAL MANAGE,0.01256913,0.032176973,0.019105078,0.025641026,0.038712921,0.025641026,0.025641026,0.123680241,0.019105078,0.01256913,0.025641026,0.01256913,0.01256913,0.019105078,0.064856712,0.045248869,0.01256913,0.045248869,0.01256913,0.01256913,0.019105078,0.123680241,0.01256913,0.025641026,0.195575666
LELLYS NT 2019 MAR ECOL -PROG SER,0.08626056,0.011116052,0.016896398,0.011116052,0.011116052,0.011116052,0.016896398,0.051578479,0.011116052,0.051578479,0.011116052,0.022676745,0.063139173,0.011116052,0.022676745,0.028457092,0.022676745,0.022676745,0.357936861,0.011116052,0.016896398,0.034237439,0.016896398,0.045798133,0.011116052
LEMAITRE R 2020 ZOOTAXA,0.014792899,0.022485207,0.030177515,0.014792899,0.030177515,0.014792899,0.014792899,0.030177515,0.168639053,0.014792899,0.014792899,0.037869822,0.030177515,0.014792899,0.014792899,0.014792899,0.014792899,0.014792899,0.014792899,0.014792899,0.022485207,0.014792899,0.360946746,0.030177515,0.014792899
LESSA GC 2006 J COAST RES,0.019617966,0.012906557,0.019617966,0.019617966,0.059886422,0.100154879,0.033040785,0.026329375,0.019617966,0.046463604,0.033040785,0.019617966,0.012906557,0.100154879,0.207537429,0.039752194,0.012906557,0.039752194,0.012906557,0.026329375,0.012906557,0.012906557,0.046463604,0.039752194,0.012906557
LESSA R 2016 J MAR BIOL ASSOC U K,0.012094823,0.012094823,0.131591679,0.012094823,0.018384132,0.018384132,0.02467344,0.049830672,0.02467344,0.018384132,0.012094823,0.012094823,0.018384132,0.012094823,0.02467344,0.358006773,0.02467344,0.02467344,0.074987905,0.02467344,0.012094823,0.012094823,0.018384132,0.012094823,0.018384132
LHULLIER C 2019 ,0.013638843,0.48172395,0.027823241,0.063284233,0.013638843,0.020731042,0.013638843,0.020731042,0.013638843,0.013638843,0.013638843,0.020731042,0.034915439,0.013638843,0.013638843,0.020731042,0.013638843,0.027823241,0.013638843,0.020731042,0.013638843,0.042007638,0.020731042,0.020731042,0.013638843
LIEDKE AMR 2016 MAR BIOL,0.01782364,0.01782364,0.01782364,0.011726079,0.011726079,0.060506567,0.011726079,0.023921201,0.011726079,0.01782364,0.048311445,0.01782364,0.176360225,0.011726079,0.011726079,0.115384615,0.023921201,0.01782364,0.158067542,0.01782364,0.030018762,0.011726079,0.090994371,0.023921201,0.01782364
LIEDKE ANA MR 2020 ,0.025809717,0.025809717,0.012651822,0.019230769,0.032388664,0.025809717,0.019230769,0.025809717,0.012651822,0.012651822,0.038967611,0.025809717,0.019230769,0.019230769,0.025809717,0.032388664,0.032388664,0.025809717,0.038967611,0.019230769,0.36791498,0.019230769,0.052125506,0.019230769,0.025809717
LIMA D 2005 J EXP MAR BIOL ECOL,0.019487179,0.012820513,0.052820513,0.019487179,0.026153846,0.032820513,0.019487179,0.032820513,0.026153846,0.039487179,0.019487179,0.066153846,0.012820513,0.012820513,0.012820513,0.019487179,0.012820513,0.032820513,0.019487179,0.019487179,0.386153846,0.012820513,0.012820513,0.026153846,0.019487179
LIMA EG 2016 MAR POL,0.011379153,0.023213473,0.011379153,0.011379153,0.040964952,0.017296313,0.443331816,0.023213473,0.011379153,0.035047792,0.011379153,0.011379153,0.046882112,0.017296313,0.023213473,0.046882112,0.017296313,0.017296313,0.017296313,0.011379153,0.011379153,0.046882112,0.011379153,0.011379153,0.040964952
LIMA EJB 2009 AN ACAD BRAS CIENC,0.021493213,0.06561086,0.264140271,0.014140271,0.014140271,0.014140271,0.014140271,0.014140271,0.021493213,0.014140271,0.06561086,0.014140271,0.014140271,0.028846154,0.06561086,0.014140271,0.021493213,0.13178733,0.014140271,0.014140271,0.021493213,0.014140271,0.014140271,0.021493213,0.014140271
LIMA FD 2014 FISH RES,0.010624734,0.016149596,0.331066723,0.016149596,0.049298768,0.02719932,0.159796005,0.016149596,0.016149596,0.016149596,0.016149596,0.016149596,0.016149596,0.010624734,0.021674458,0.076923077,0.010624734,0.02719932,0.016149596,0.010624734,0.010624734,0.021674458,0.021674458,0.010624734,0.043773906
LIMA JS 2018 OCEAN COASTAL MANAGE,0.012735609,0.019358125,0.059093225,0.019358125,0.019358125,0.012735609,0.33723892,0.039225675,0.032603158,0.012735609,0.078960774,0.019358125,0.012735609,0.012735609,0.019358125,0.019358125,0.025980642,0.012735609,0.019358125,0.012735609,0.032603158,0.052470708,0.019358125,0.032603158,0.052470708
LIMA JS 2019 BIOTA NEOTROP,0.02687039,0.01317176,0.01317176,0.01317176,0.02687039,0.020021075,0.314541623,0.061116965,0.02687039,0.01317176,0.061116965,0.020021075,0.01317176,0.020021075,0.04056902,0.01317176,0.020021075,0.01317176,0.01317176,0.095363541,0.020021075,0.033719705,0.01317176,0.02687039,0.05426765
LIMA JS 2019 MAR ENVIRON RES,0.024829601,0.018500487,0.018500487,0.012171373,0.024829601,0.05647517,0.107108082,0.113437196,0.012171373,0.024829601,0.100778968,0.031158715,0.018500487,0.012171373,0.012171373,0.012171373,0.043816943,0.018500487,0.012171373,0.018500487,0.031158715,0.05647517,0.062804284,0.031158715,0.113437196
LIMA JS 2020 J APPL ICHTHYOL,0.016722408,0.02541806,0.034113712,0.016722408,0.042809365,0.02541806,0.068896321,0.042809365,0.02541806,0.034113712,0.068896321,0.02541806,0.016722408,0.034113712,0.051505017,0.138461538,0.02541806,0.02541806,0.016722408,0.060200669,0.034113712,0.016722408,0.02541806,0.060200669,0.034113712
LIMA MLF 2013 MAR ECOL -EVOL PERSP,0.024157661,0.115066751,0.057215512,0.048951049,0.032422123,0.015893198,0.015893198,0.024157661,0.015893198,0.106802289,0.032422123,0.015893198,0.015893198,0.015893198,0.048951049,0.057215512,0.032422123,0.115066751,0.040686586,0.015893198,0.015893198,0.024157661,0.015893198,0.015893198,0.024157661
"LIMA MLF, 2011, MARINE BIODIVERSITY RECORDS",0.045165843,0.091037403,0.026817219,0.017642908,0.017642908,0.017642908,0.026817219,0.026817219,0.063514467,0.045165843,0.035991531,0.045165843,0.045165843,0.017642908,0.026817219,0.017642908,0.017642908,0.127734651,0.017642908,0.045165843,0.026817219,0.035991531,0.091037403,0.035991531,0.017642908
LIMA JS 2020 OCEAN COASTAL MANAGE,0.016608392,0.016608392,0.010926573,0.033653846,0.016608392,0.033653846,0.073426573,0.08479021,0.016608392,0.010926573,0.20979021,0.010926573,0.016608392,0.010926573,0.010926573,0.050699301,0.039335664,0.02229021,0.010926573,0.02229021,0.016608392,0.027972028,0.02229021,0.02229021,0.08479021
LIMA JS 2020 ESTAR COAST SHELF SCI,0.011515431,0.017503455,0.011515431,0.011515431,0.029479503,0.053431598,0.179180101,0.011515431,0.029479503,0.011515431,0.215108245,0.017503455,0.011515431,0.011515431,0.077383694,0.065407646,0.017503455,0.011515431,0.035467526,0.017503455,0.011515431,0.017503455,0.011515431,0.029479503,0.04145555
LIMA MM 2019 ZOOTAXA,0.018142235,0.018142235,0.018142235,0.018142235,0.282293179,0.018142235,0.03701016,0.018142235,0.046444122,0.018142235,0.03701016,0.03701016,0.018142235,0.03701016,0.018142235,0.018142235,0.074746009,0.018142235,0.027576197,0.018142235,0.027576197,0.018142235,0.074746009,0.03701016,0.027576197
LINS DE BARROS MM 2006 INVERTEBR REPROD DEV,0.008781173,0.017913593,0.122936424,0.008781173,0.017913593,0.008781173,0.013347383,0.017913593,0.013347383,0.008781173,0.013347383,0.008781173,0.013347383,0.013347383,0.008781173,0.328415876,0.182297155,0.013347383,0.008781173,0.013347383,0.008781173,0.027046013,0.072708114,0.022479803,0.013347383
LINS-DE-BARROS MM 2010 MICROB ECOL,0.016514559,0.022164276,0.010864841,0.440243372,0.039113429,0.010864841,0.022164276,0.022164276,0.027813994,0.056062581,0.039113429,0.010864841,0.022164276,0.010864841,0.027813994,0.010864841,0.044763146,0.010864841,0.010864841,0.016514559,0.033463711,0.010864841,0.010864841,0.022164276,0.016514559
LINS-DE-BARROS MM 2013 MICROB ECOL,0.031968032,0.018981019,0.018981019,0.278721279,0.012487512,0.116383616,0.025474525,0.012487512,0.018981019,0.057942058,0.012487512,0.012487512,0.018981019,0.012487512,0.012487512,0.018981019,0.057942058,0.012487512,0.025474525,0.018981019,0.012487512,0.012487512,0.018981019,0.031968032,0.012487512
LIRA SMA 2010 BIOTA NEOTROP,0.027627302,0.18255688,0.013542795,0.013542795,0.027627302,0.013542795,0.013542795,0.020585049,0.020585049,0.034669556,0.06283857,0.06283857,0.020585049,0.013542795,0.013542795,0.027627302,0.041711809,0.147345612,0.020585049,0.076923077,0.013542795,0.034669556,0.020585049,0.027627302,0.020585049
LIRA AKF 2009 J MAR BIOL ASSOC U K,0.009157509,0.061538462,0.032967033,0.009157509,0.061538462,0.009157509,0.009157509,0.047252747,0.009157509,0.052014652,0.042490842,0.009157509,0.137728938,0.009157509,0.147252747,0.09010989,0.023443223,0.028205128,0.009157509,0.009157509,0.013919414,0.013919414,0.042490842,0.009157509,0.013919414
LOIOLA LDL 2007 CONSERVATION AND ADAPTIVE MANAGEMENT OF SEAMOUNT AND DEEP-SEA CORAL ECOSYSTEMS,0.031096563,0.052373159,0.020458265,0.020458265,0.105564648,0.020458265,0.031096563,0.031096563,0.105564648,0.020458265,0.020458265,0.063011457,0.031096563,0.031096563,0.031096563,0.031096563,0.041734861,0.020458265,0.031096563,0.020458265,0.041734861,0.020458265,0.073649755,0.052373159,0.031096563
LOIOLA LL 2005 ZOOTAXA,0.019825535,0.030134814,0.019825535,0.019825535,0.061062649,0.019825535,0.019825535,0.071371927,0.164155432,0.040444092,0.030134814,0.019825535,0.019825535,0.019825535,0.019825535,0.019825535,0.071371927,0.019825535,0.030134814,0.019825535,0.019825535,0.05075337,0.102299762,0.040444092,0.030134814
LOIOLA M 2013 MAR POLLUT BULL,0.015024038,0.030649038,0.022836538,0.038461538,0.054086538,0.155649038,0.015024038,0.030649038,0.015024038,0.015024038,0.015024038,0.015024038,0.015024038,0.186899038,0.038461538,0.054086538,0.069711538,0.038461538,0.015024038,0.046274038,0.015024038,0.022836538,0.015024038,0.015024038,0.022836538
LOIOLA M 2019 MAR ENVIRON RES,0.012993763,0.012993763,0.012993763,0.01975052,0.01975052,0.080561331,0.012993763,0.012993763,0.01975052,0.141372141,0.100831601,0.026507277,0.01975052,0.087318087,0.033264033,0.06029106,0.04002079,0.04002079,0.01975052,0.067047817,0.01975052,0.04002079,0.033264033,0.01975052,0.012993763
LOIOLA MIGUEL 2014 ,0.021091811,0.015715467,0.015715467,0.010339123,0.010339123,0.010339123,0.042597188,0.090984285,0.010339123,0.101736973,0.015715467,0.053349876,0.010339123,0.010339123,0.010339123,0.026468156,0.021091811,0.015715467,0.010339123,0.010339123,0.010339123,0.144747725,0.0318445,0.0318445,0.241521919
"LOMÔNACO C, 2011, MARINE BIODIVERSITY RECORDS",0.027055703,0.013262599,0.013262599,0.027055703,0.013262599,0.068435013,0.020159151,0.027055703,0.013262599,0.020159151,0.082228117,0.013262599,0.013262599,0.027055703,0.020159151,0.068435013,0.013262599,0.302917772,0.013262599,0.020159151,0.027055703,0.027055703,0.020159151,0.027055703,0.013262599
LONGHINI CM 2015 ESTUAR COAST SHELF SCI,0.029479503,0.011515431,0.035467526,0.011515431,0.047443574,0.125287886,0.011515431,0.029479503,0.011515431,0.047443574,0.011515431,0.035467526,0.011515431,0.023491479,0.245048365,0.017503455,0.029479503,0.065407646,0.035467526,0.017503455,0.011515431,0.047443574,0.035467526,0.023491479,0.011515431
LONGO 2000 ICRS9,0.024038462,0.036538462,0.049038462,0.074038462,0.036538462,0.024038462,0.024038462,0.024038462,0.024038462,0.024038462,0.024038462,0.024038462,0.024038462,0.024038462,0.024038462,0.024038462,0.149038462,0.024038462,0.024038462,0.049038462,0.086538462,0.036538462,0.024038462,0.074038462,0.024038462
LONGO GO 2012 J FISH BIOL,0.016722408,0.02541806,0.016722408,0.016722408,0.02541806,0.02541806,0.016722408,0.086287625,0.016722408,0.034113712,0.034113712,0.02541806,0.060200669,0.016722408,0.02541806,0.02541806,0.016722408,0.016722408,0.155852843,0.02541806,0.034113712,0.147157191,0.016722408,0.02541806,0.034113712
LONGO GO 2014 ECOL EVOL,0.017513736,0.008585165,0.008585165,0.008585165,0.013049451,0.013049451,0.030906593,0.026442308,0.008585165,0.142513736,0.066620879,0.008585165,0.146978022,0.017513736,0.017513736,0.039835165,0.008585165,0.021978022,0.111263736,0.017513736,0.008585165,0.075549451,0.080013736,0.013049451,0.057692308
LONGO GO 2015 PLOS ONE,0.024886878,0.016483516,0.008080155,0.012281836,0.016483516,0.033290239,0.008080155,0.012281836,0.012281836,0.176147382,0.050096962,0.092113769,0.062702004,0.008080155,0.03749192,0.012281836,0.012281836,0.129928895,0.041693601,0.029088559,0.008080155,0.134130575,0.012281836,0.008080155,0.016483516
"LONGO GO, 2020, MAR BIODIVERS",0.078021978,0.020879121,0.013736264,0.028021978,0.013736264,0.342307692,0.013736264,0.042307692,0.042307692,0.020879121,0.028021978,0.020879121,0.013736264,0.020879121,0.013736264,0.020879121,0.092307692,0.013736264,0.013736264,0.028021978,0.013736264,0.020879121,0.020879121,0.028021978,0.020879121
"LONGO GO, 2012, MARINE BIODIVERSITY RECORDS",0.025641026,0.130904184,0.104588394,0.016869096,0.025641026,0.025641026,0.025641026,0.016869096,0.016869096,0.025641026,0.016869096,0.025641026,0.043184885,0.016869096,0.025641026,0.025641026,0.113360324,0.016869096,0.139676113,0.016869096,0.016869096,0.034412955,0.016869096,0.016869096,0.034412955
LOPES DA 2011 CAN J ZOOL,0.051061008,0.051061008,0.033819629,0.033819629,0.076923077,0.016578249,0.025198939,0.076923077,0.206233422,0.016578249,0.016578249,0.025198939,0.016578249,0.025198939,0.016578249,0.016578249,0.016578249,0.033819629,0.016578249,0.033819629,0.042440318,0.042440318,0.025198939,0.033819629,0.025198939
LOPES DA 2014 MAR BIOL RES,0.016025641,0.066025641,0.016025641,0.032692308,0.191025641,0.016025641,0.024358974,0.016025641,0.124358974,0.024358974,0.032692308,0.032692308,0.024358974,0.032692308,0.016025641,0.016025641,0.041025641,0.032692308,0.024358974,0.024358974,0.032692308,0.024358974,0.057692308,0.024358974,0.041025641
LOPES EM 2017 REV BIOL TROP,0.016578249,0.068302387,0.016578249,0.042440318,0.025198939,0.016578249,0.016578249,0.033819629,0.068302387,0.016578249,0.068302387,0.068302387,0.016578249,0.016578249,0.016578249,0.025198939,0.016578249,0.025198939,0.033819629,0.059681698,0.197612732,0.025198939,0.042440318,0.016578249,0.025198939
